date,customer_id,product_id,product_name,category,price,quantity,total_amount,is_anomaly
2023-09-12,32,91,Product 91,Electronics,62.57,3,187.72,False
2023-10-02,55,95,Product 95,Home,311.67,1,311.67,False
2023-07-08,219,70,Product 70,Groceries,171.18,2,342.37,False
2023-10-07,373,98,Product 98,Clothing,324.75,1,324.75,False
2023-10-28,435,71,Product 71,Home,10.76,1,10.76,False
2023-08-03,108,39,Product 39,Beauty,38.76,2,77.53,False
2023-07-08,246,58,Product 58,Beauty,257.2,2,514.39,False
2023-09-16,404,34,Product 34,Beauty,146.28,2,292.56,False
2023-11-26,40,76,Product 76,Electronics,190.45,3,571.35,False
2023-04-21,388,83,Product 83,Beauty,205.53,1,205.53,False
2023-10-22,10,74,Product 74,Clothing,132.59,4,530.37,False
2023-02-02,42,66,Product 66,Home,182.6,3,547.79,False
2023-07-01,113,53,Product 53,Home,217.48,4,869.93,False
2023-09-28,177,41,Product 41,Groceries,121.1,3,363.3,False
2023-03-27,58,76,Product 76,Electronics,234.16,3,702.49,False
2023-01-01,230,28,Product 28,Groceries,166.88,3,500.64,False
2023-08-20,377,95,Product 95,Home,280.89,4,1123.55,False
2023-06-13,30,3,Product 3,Beauty,92.05,4,368.19,False
2023-07-13,417,53,Product 53,Home,215.75,2,431.49,False
2023-03-10,211,4,Product 4,Home,65.05,4,260.21,False
2023-05-09,355,82,Product 82,Clothing,305.72,2,611.43,False
2023-08-28,492,69,Product 69,Home,175.67,2,351.33,False
2023-04-20,198,43,Product 43,Home,462.61,3,1387.84,False
2023-01-25,71,87,Product 87,Groceries,57.92,1,57.92,False
2023-02-04,473,95,Product 95,Home,388.69,3,1166.06,False
2023-10-08,410,79,Product 79,Clothing,279.44,4,1117.76,False
2023-04-24,146,58,Product 58,Beauty,351.57,1,351.57,False
2023-09-07,490,58,Product 58,Beauty,225.67,1,225.67,False
2023-07-12,312,48,Product 48,Beauty,344.66,1,344.66,False
2023-01-16,84,73,Product 73,Beauty,413.07,2,826.14,False
2023-01-22,258,58,Product 58,Beauty,309.0,3,927.01,False
2023-12-01,351,98,Product 98,Clothing,456.05,3,1368.14,False
2023-07-24,433,99,Product 99,Home,158.01,4,632.03,False
2023-02-22,293,5,Product 5,Home,514.67,1,514.67,False
2023-10-08,5,15,Product 15,Groceries,153.76,2,307.52,False
2023-07-20,255,50,Product 50,Home,59.44,1,59.44,False
2023-06-21,133,95,Product 95,Home,342.14,3,1026.42,False
2023-10-24,351,91,Product 91,Electronics,64.16,1,64.16,False
2023-07-29,244,59,Product 59,Beauty,98.91,4,395.64,False
2023-06-19,471,30,Product 30,Beauty,448.31,3,1344.93,False
2023-07-05,434,35,Product 35,Clothing,252.52,4,1010.07,False
2023-07-17,215,63,Product 63,Beauty,426.47,2,852.94,False
2023-01-11,320,88,Product 88,Home,129.72,3,389.16,False
2023-03-24,185,85,Product 85,Clothing,292.72,1,292.72,False
2023-07-17,231,26,Product 26,Home,377.85,1,377.85,False
2023-05-08,79,36,Product 36,Clothing,491.73,2,983.46,False
2023-12-06,151,92,Product 92,Home,101.94,3,305.81,False
2023-04-23,125,71,Product 71,Home,15.35,1,15.35,False
2023-01-12,244,58,Product 58,Beauty,275.64,3,826.91,False
2023-07-15,37,83,Product 83,Beauty,161.43,3,484.3,False
2023-12-26,284,99,Product 99,Home,159.99,1,159.99,False
2023-06-15,231,63,Product 63,Beauty,411.52,1,411.52,False
2023-02-12,4,85,Product 85,Clothing,330.15,2,660.3,False
2023-02-18,356,98,Product 98,Clothing,522.29,3,1566.87,False
2023-01-30,97,94,Product 94,Groceries,387.19,2,774.38,False
2023-01-09,158,17,Product 17,Groceries,323.46,3,970.37,False
2023-07-03,200,94,Product 94,Groceries,325.76,2,651.53,False
2023-07-25,48,89,Product 89,Beauty,308.53,1,308.53,False
2023-10-10,379,66,Product 66,Home,141.64,2,283.28,False
2023-05-03,485,80,Product 80,Beauty,158.71,2,317.41,False
2023-03-16,272,28,Product 28,Groceries,209.86,2,419.72,False
2023-07-15,254,49,Product 49,Home,247.14,4,988.55,False
2023-04-26,317,76,Product 76,Electronics,223.83,4,895.33,False
2023-03-21,105,56,Product 56,Electronics,200.1,2,400.19,False
2023-01-24,216,19,Product 19,Beauty,270.18,3,810.54,False
2023-11-25,423,87,Product 87,Groceries,47.9,4,191.61,False
2023-10-22,178,79,Product 79,Clothing,316.1,4,1264.38,False
2023-11-08,78,4,Product 4,Home,47.87,1,47.87,False
2023-10-02,407,84,Product 84,Electronics,102.18,1,102.18,False
2023-02-13,441,44,Product 44,Home,50.96,3,152.87,False
2023-10-02,62,91,Product 91,Electronics,75.22,1,75.22,False
2023-05-20,266,81,Product 81,Electronics,145.91,3,437.72,False
2023-09-24,388,60,Product 60,Home,307.86,2,615.73,False
2023-04-15,152,87,Product 87,Groceries,61.29,3,183.86,False
2023-03-18,111,20,Product 20,Clothing,583.15,1,583.15,False
2023-02-05,71,56,Product 56,Electronics,175.73,1,175.73,False
2023-07-11,27,33,Product 33,Groceries,30.7,3,92.09,False
2023-08-22,44,87,Product 87,Groceries,41.32,2,82.65,False
2023-02-27,166,89,Product 89,Beauty,361.65,4,1446.59,False
2023-03-06,142,56,Product 56,Electronics,188.04,1,188.04,False
2023-07-03,19,91,Product 91,Electronics,79.42,1,79.42,False
2023-06-04,20,47,Product 47,Clothing,57.84,4,231.36,False
2023-01-27,203,54,Product 54,Clothing,25.89,4,103.56,False
2023-11-14,34,1,Product 1,Groceries,428.35,2,856.7,False
2023-01-02,158,48,Product 48,Beauty,441.19,3,1323.56,False
2023-05-06,432,65,Product 65,Groceries,495.25,4,1981.01,False
2023-07-10,24,54,Product 54,Clothing,18.73,1,18.73,False
2023-03-14,164,26,Product 26,Home,500.68,3,1502.04,False
2023-06-30,491,60,Product 60,Home,361.0,2,721.99,False
2023-05-21,207,90,Product 90,Home,471.31,4,1885.25,False
2023-11-20,396,65,Product 65,Groceries,423.22,4,1692.86,False
2023-01-04,197,17,Product 17,Groceries,330.63,3,991.9,False
2023-03-21,345,41,Product 41,Groceries,176.43,1,176.43,False
2023-03-08,468,54,Product 54,Clothing,27.32,4,109.28,False
2023-11-30,476,91,Product 91,Electronics,71.08,2,142.17,False
2023-07-04,398,59,Product 59,Beauty,102.56,4,410.23,False
2023-08-22,147,61,Product 61,Groceries,369.58,4,1478.31,False
2023-03-13,420,13,Product 13,Home,383.11,3,1149.34,False
2023-09-05,379,60,Product 60,Home,285.29,4,1141.14,False
2023-02-01,137,28,Product 28,Groceries,192.9,3,578.7,False
2023-10-28,121,45,Product 45,Clothing,53.1,4,212.41,False
2023-06-25,335,61,Product 61,Groceries,454.38,3,1363.13,False
2023-08-19,301,18,Product 18,Home,338.35,2,676.7,False
2023-01-06,48,62,Product 62,Beauty,162.02,3,486.07,False
2023-04-04,269,52,Product 52,Clothing,142.05,3,426.15,False
2023-02-19,246,26,Product 26,Home,522.12,3,1566.37,False
2023-09-12,307,60,Product 60,Home,294.05,1,294.05,False
2023-02-26,391,88,Product 88,Home,147.74,4,590.94,False
2023-06-16,196,18,Product 18,Home,462.86,2,925.73,False
2023-10-18,268,49,Product 49,Home,214.96,2,429.92,False
2023-03-03,34,95,Product 95,Home,444.77,3,1334.31,False
2023-05-29,144,93,Product 93,Beauty,504.2,4,2016.79,False
2023-12-15,92,69,Product 69,Home,210.36,1,210.36,False
2023-04-09,310,91,Product 91,Electronics,103.16,1,103.16,False
2023-03-08,161,31,Product 31,Clothing,279.79,3,839.38,False
2023-12-24,456,62,Product 62,Beauty,156.36,1,156.36,False
2023-07-01,257,53,Product 53,Home,226.26,2,452.53,False
2023-04-01,154,62,Product 62,Beauty,175.43,3,526.29,False
2023-07-03,304,17,Product 17,Groceries,290.15,2,580.3,False
2023-04-13,9,40,Product 40,Electronics,483.88,3,1451.64,False
2023-05-25,268,2,Product 2,Home,439.02,1,439.02,False
2023-06-16,8,80,Product 80,Beauty,158.57,3,475.7,False
2023-09-06,444,70,Product 70,Groceries,147.12,3,441.37,False
2023-03-12,211,42,Product 42,Home,133.02,3,399.06,False
2023-10-05,213,65,Product 65,Groceries,396.43,4,1585.71,False
2023-05-21,312,1,Product 1,Groceries,487.15,1,487.15,False
2023-03-05,369,36,Product 36,Clothing,594.45,2,1188.9,False
2023-10-12,301,22,Product 22,Clothing,124.46,1,124.46,False
2023-05-07,438,22,Product 22,Clothing,161.5,3,484.49,False
2023-08-22,321,44,Product 44,Home,40.37,3,121.11,False
2023-09-10,35,98,Product 98,Clothing,353.6,4,1414.39,False
2023-02-01,327,75,Product 75,Home,205.42,2,410.83,False
2023-10-12,275,85,Product 85,Clothing,231.34,4,925.36,False
2023-03-25,341,78,Product 78,Groceries,157.04,3,471.12,False
2023-03-10,414,35,Product 35,Clothing,343.13,1,343.13,False
2023-02-22,441,93,Product 93,Beauty,457.1,1,457.1,False
2023-08-08,208,39,Product 39,Beauty,37.66,3,112.99,False
2023-10-13,294,44,Product 44,Home,39.11,2,78.22,False
2023-03-15,205,79,Product 79,Clothing,452.39,3,1357.17,False
2023-07-16,394,62,Product 62,Beauty,139.7,2,279.4,False
2023-10-06,49,72,Product 72,Home,183.76,2,367.52,False
2023-11-20,358,82,Product 82,Clothing,239.13,3,717.39,False
2023-08-31,199,19,Product 19,Beauty,194.59,1,194.59,False
2023-01-04,490,28,Product 28,Groceries,191.4,2,382.79,False
2023-03-26,118,84,Product 84,Electronics,162.41,3,487.24,False
2023-07-31,310,76,Product 76,Electronics,186.49,3,559.47,False
2023-08-27,91,71,Product 71,Home,11.28,1,11.28,False
2023-11-27,88,53,Product 53,Home,231.36,3,694.09,False
2023-04-29,221,45,Product 45,Clothing,75.38,2,150.75,False
2023-09-07,377,84,Product 84,Electronics,92.78,4,371.13,False
2023-12-18,394,20,Product 20,Clothing,431.27,1,431.27,False
2023-02-06,171,84,Product 84,Electronics,134.51,1,134.51,False
2023-03-10,245,25,Product 25,Groceries,301.38,3,904.14,False
2023-01-16,71,27,Product 27,Groceries,114.85,3,344.54,False
2023-02-02,411,86,Product 86,Clothing,563.06,1,563.06,False
2023-06-23,347,57,Product 57,Groceries,481.25,2,962.49,False
2023-11-22,296,50,Product 50,Home,63.35,1,63.35,False
2023-01-31,366,22,Product 22,Clothing,169.24,3,507.71,False
2023-11-05,289,60,Product 60,Home,324.26,2,648.52,False
2023-03-03,190,40,Product 40,Electronics,487.11,3,1461.32,False
2023-07-22,81,23,Product 23,Beauty,114.02,2,228.05,False
2023-04-27,114,48,Product 48,Beauty,400.75,3,1202.26,False
2023-04-20,166,5,Product 5,Home,529.58,2,1059.16,False
2023-05-27,146,99,Product 99,Home,182.42,2,364.84,False
2023-03-30,185,13,Product 13,Home,392.04,1,392.04,False
2023-04-30,342,70,Product 70,Groceries,222.57,3,667.71,False
2023-10-05,361,86,Product 86,Clothing,375.54,1,375.54,False
2023-04-12,325,57,Product 57,Groceries,542.95,1,542.95,False
2023-07-04,129,3,Product 3,Beauty,72.23,4,288.9,False
2023-07-17,30,35,Product 35,Clothing,247.51,4,990.06,False
2023-05-22,430,81,Product 81,Electronics,146.84,3,440.52,False
2023-11-09,195,83,Product 83,Beauty,160.13,4,640.5,False
2023-09-12,262,67,Product 67,Groceries,145.81,2,291.63,False
2023-05-19,339,3,Product 3,Beauty,91.82,3,275.45,False
2023-10-03,398,53,Product 53,Home,225.87,3,677.6,False
2023-12-02,172,55,Product 55,Beauty,105.45,1,105.45,False
2023-10-03,239,31,Product 31,Clothing,209.37,3,628.12,False
2023-03-15,279,18,Product 18,Home,518.05,1,518.05,False
2023-05-01,410,2,Product 2,Home,463.18,4,1852.71,False
2023-04-06,54,5,Product 5,Home,530.42,2,1060.84,False
2023-01-06,193,95,Product 95,Home,408.7,4,1634.81,False
2023-10-26,338,80,Product 80,Beauty,120.45,3,361.35,False
2023-08-06,65,7,Product 7,Home,18.1,1,18.1,False
2023-07-29,469,61,Product 61,Groceries,408.59,3,1225.77,False
2023-05-02,164,23,Product 23,Beauty,147.59,1,147.59,False
2023-10-18,97,60,Product 60,Home,318.57,4,1274.29,False
2023-08-28,69,64,Product 64,Groceries,97.01,4,388.02,False
2023-04-19,344,45,Product 45,Clothing,78.34,4,313.37,False
2023-05-21,145,18,Product 18,Home,489.01,3,1467.03,False
2023-04-07,29,22,Product 22,Clothing,179.13,2,358.27,False
2023-05-08,383,7,Product 7,Home,23.78,1,23.78,False
2023-03-16,139,79,Product 79,Clothing,454.23,4,1816.92,False
2023-06-09,308,68,Product 68,Electronics,129.82,1,129.82,False
2023-09-14,343,5,Product 5,Home,318.63,2,637.26,False
2023-07-18,7,14,Product 14,Clothing,26.83,1,26.83,False
2023-08-08,432,2,Product 2,Home,305.23,1,305.23,False
2023-11-07,60,42,Product 42,Home,101.89,2,203.78,False
2023-02-02,116,74,Product 74,Clothing,225.65,2,451.3,False
2023-06-09,78,21,Product 21,Groceries,274.69,2,549.38,False
2023-09-08,6,91,Product 91,Electronics,63.7,3,191.09,False
2023-05-19,6,27,Product 27,Groceries,114.08,2,228.15,False
2023-05-14,352,28,Product 28,Groceries,167.88,1,167.88,False
2023-06-07,450,100,Product 100,Electronics,112.17,3,336.51,False
2023-05-11,167,66,Product 66,Home,19.03,4,76.11,True
2023-03-30,429,33,Product 33,Groceries,38.6,3,115.79,False
2023-06-30,281,44,Product 44,Home,49.74,2,99.48,False
2023-04-02,261,46,Product 46,Electronics,405.28,3,1215.83,False
2023-11-10,249,86,Product 86,Clothing,443.98,3,1331.95,False
2023-09-09,30,14,Product 14,Clothing,28.27,3,84.81,False
2023-04-19,229,53,Product 53,Home,324.04,2,648.07,False
2023-08-27,216,1,Product 1,Groceries,378.93,1,378.93,False
2023-02-23,209,41,Product 41,Groceries,187.13,2,374.26,False
2023-06-01,288,56,Product 56,Electronics,156.6,3,469.81,False
2023-07-21,259,12,Product 12,Groceries,19.22,4,76.86,False
2023-09-13,270,48,Product 48,Beauty,302.08,2,604.17,False
2023-03-07,189,93,Product 93,Beauty,554.0,4,2216.02,False
2023-11-15,311,63,Product 63,Beauty,368.36,1,368.36,False
2023-09-28,496,34,Product 34,Beauty,147.65,1,147.65,False
2023-09-29,204,3,Product 3,Beauty,62.72,1,62.72,False
2023-11-23,241,2,Product 2,Home,348.87,2,697.74,False
2023-06-22,329,68,Product 68,Electronics,156.47,4,625.86,False
2023-04-02,128,38,Product 38,Electronics,167.33,4,669.31,False
2023-11-02,249,67,Product 67,Groceries,155.48,2,310.96,False
2023-07-16,162,73,Product 73,Beauty,302.17,2,604.33,False
2023-12-29,50,79,Product 79,Clothing,343.02,3,1029.07,False
2023-07-29,170,81,Product 81,Electronics,129.03,4,516.13,False
2023-05-09,84,100,Product 100,Electronics,11.17,4,44.68,True
2023-06-14,468,33,Product 33,Groceries,29.37,3,88.1,False
2023-11-10,192,52,Product 52,Clothing,123.43,1,123.43,False
2023-03-26,302,58,Product 58,Beauty,351.62,1,351.62,False
2023-04-01,379,38,Product 38,Electronics,196.7,3,590.1,False
2023-09-15,416,95,Product 95,Home,291.39,1,291.39,False
2023-01-03,369,22,Product 22,Clothing,183.71,3,551.13,False
2023-04-18,37,40,Product 40,Electronics,492.03,4,1968.14,False
2023-02-05,89,71,Product 71,Home,15.98,3,47.93,False
2023-06-17,465,46,Product 46,Electronics,323.07,2,646.15,False
2023-11-24,242,75,Product 75,Home,144.68,4,578.7,False
2023-04-23,217,4,Product 4,Home,66.52,2,133.05,False
2023-10-13,402,99,Product 99,Home,151.82,1,151.82,False
2023-11-15,184,63,Product 63,Beauty,408.04,4,1632.14,False
2023-08-30,263,99,Product 99,Home,152.04,3,456.12,False
2023-04-22,38,86,Product 86,Clothing,575.99,4,2303.96,False
2023-06-17,12,85,Product 85,Clothing,286.12,4,1144.46,False
2023-12-15,211,60,Product 60,Home,373.58,3,1120.75,False
2023-09-29,177,33,Product 33,Groceries,26.84,1,26.84,False
2023-03-20,275,5,Product 5,Home,523.66,4,2094.66,False
2023-01-19,180,72,Product 72,Home,254.56,2,509.13,False
2023-07-28,469,37,Product 37,Groceries,264.42,3,793.25,False
2023-09-29,57,19,Product 19,Beauty,188.98,1,188.98,False
2023-06-17,147,7,Product 7,Home,18.84,3,56.53,False
2023-11-14,360,53,Product 53,Home,221.58,3,664.73,False
2023-10-20,489,3,Product 3,Beauty,71.81,4,287.23,False
2023-12-14,1,92,Product 92,Home,107.96,4,431.83,False
2023-09-13,222,3,Product 3,Beauty,69.1,3,207.29,False
2023-02-04,195,11,Product 11,Clothing,336.24,4,1344.97,False
2023-05-19,112,85,Product 85,Clothing,319.45,4,1277.78,False
2023-08-30,362,88,Product 88,Home,96.31,1,96.31,False
2023-01-04,40,1,Product 1,Groceries,521.6,4,2086.4,False
2023-10-01,317,35,Product 35,Clothing,238.55,43,10257.69,True
2023-02-27,447,26,Product 26,Home,507.09,4,2028.37,False
2023-11-29,313,14,Product 14,Clothing,30.04,3,90.11,False
2023-10-30,87,92,Product 92,Home,83.15,2,166.29,False
2023-06-24,203,62,Product 62,Beauty,147.38,4,589.53,False
2023-05-22,323,28,Product 28,Groceries,168.8,3,506.39,False
2023-11-11,213,71,Product 71,Home,12.04,2,24.08,False
2023-12-12,125,36,Product 36,Clothing,514.67,2,1029.33,False
2023-02-17,385,80,Product 80,Beauty,180.96,3,542.89,False
2023-10-15,348,71,Product 71,Home,10.44,1,10.44,False
2023-05-29,397,61,Product 61,Groceries,503.32,1,503.32,False
2023-07-24,342,79,Product 79,Clothing,299.9,1,299.9,False
2023-06-11,190,95,Product 95,Home,326.97,1,326.97,False
2023-06-16,51,64,Product 64,Groceries,125.87,3,377.61,False
2023-08-28,437,6,Product 6,Groceries,70.54,4,282.18,False
2023-04-12,187,69,Product 69,Home,265.72,2,531.44,False
2023-12-07,171,77,Product 77,Electronics,133.96,4,535.85,False
2023-09-13,119,77,Product 77,Electronics,106.45,4,425.81,False
2023-04-14,306,86,Product 86,Clothing,612.04,2,1224.07,False
2023-09-29,262,90,Product 90,Home,351.46,3,1054.39,False
2023-10-23,463,94,Product 94,Groceries,260.2,1,260.2,False
2023-11-16,120,41,Product 41,Groceries,144.06,1,144.06,False
2023-03-15,287,32,Product 32,Clothing,485.4,2,970.8,False
2023-01-09,272,86,Product 86,Clothing,593.86,3,1781.59,False
2023-08-24,493,41,Product 41,Groceries,124.38,3,373.13,False
2023-07-25,69,94,Product 94,Groceries,277.04,2,554.09,False
2023-09-30,459,68,Product 68,Electronics,105.96,3,317.89,False
2023-11-03,75,71,Product 71,Home,11.58,3,34.75,False
2023-03-26,215,42,Product 42,Home,125.86,1,125.86,False
2023-12-31,241,70,Product 70,Groceries,194.13,2,388.26,False
2023-06-26,52,24,Product 24,Groceries,207.84,4,831.36,False
2023-06-20,496,100,Product 100,Electronics,119.76,2,239.52,False
2023-03-08,481,66,Product 66,Home,184.26,4,737.05,False
2023-11-28,315,62,Product 62,Beauty,126.8,1,126.8,False
2023-12-08,111,87,Product 87,Groceries,45.45,1,45.45,False
2023-01-25,480,83,Product 83,Beauty,195.98,3,587.95,False
2023-08-24,362,76,Product 76,Electronics,156.98,4,627.92,False
2023-08-05,236,23,Product 23,Beauty,96.45,2,192.89,False
2023-09-01,323,92,Product 92,Home,76.88,2,153.76,False
2023-02-21,50,54,Product 54,Clothing,25.44,4,101.77,False
2023-10-20,263,86,Product 86,Clothing,396.87,3,1190.6,False
2023-01-18,34,91,Product 91,Electronics,97.16,3,291.47,False
2023-08-29,91,72,Product 72,Home,183.74,4,734.96,False
2023-06-16,400,89,Product 89,Beauty,329.86,1,329.86,False
2023-04-10,233,15,Product 15,Groceries,235.09,2,470.19,False
2023-04-19,334,19,Product 19,Beauty,263.16,2,526.32,False
2023-10-19,375,90,Product 90,Home,337.65,1,337.65,False
2023-09-22,311,27,Product 27,Groceries,79.34,2,158.68,False
2023-11-21,251,86,Product 86,Clothing,404.91,2,809.83,False
2023-06-18,270,59,Product 59,Beauty,115.98,1,115.98,False
2023-08-15,206,33,Product 33,Groceries,27.92,4,111.67,False
2023-03-28,241,1,Product 1,Groceries,588.32,4,2353.29,False
2023-01-01,225,96,Product 96,Home,198.86,1,198.86,False
2023-07-14,297,5,Product 5,Home,37.25,3,111.76,True
2023-08-22,306,70,Product 70,Groceries,143.94,3,431.81,False
2023-08-12,23,100,Product 100,Electronics,101.49,1,101.49,False
2023-10-13,380,85,Product 85,Clothing,222.24,4,888.97,False
2023-04-05,9,7,Product 7,Home,25.06,3,75.17,False
2023-04-20,67,70,Product 70,Groceries,217.08,3,651.24,False
2023-07-05,62,35,Product 35,Clothing,244.58,4,978.33,False
2023-08-14,76,1,Product 1,Groceries,427.93,1,427.93,False
2023-02-12,97,70,Product 70,Groceries,233.66,1,233.66,False
2023-09-29,419,47,Product 47,Clothing,43.09,1,43.09,False
2023-07-28,357,35,Product 35,Clothing,261.98,1,261.98,False
2023-12-03,455,9,Product 9,Clothing,99.05,2,198.09,False
2023-11-10,283,49,Product 49,Home,233.64,1,233.64,False
2023-04-03,97,40,Product 40,Electronics,501.18,2,1002.36,False
2023-04-29,107,23,Product 23,Beauty,144.93,4,579.71,False
2023-04-01,248,1,Product 1,Groceries,563.95,4,2255.81,False
2023-09-25,457,97,Product 97,Groceries,397.92,3,1193.75,False
2023-05-04,362,29,Product 29,Clothing,342.15,2,684.3,False
2023-02-23,326,89,Product 89,Beauty,351.87,4,1407.47,False
2023-05-03,179,25,Product 25,Groceries,293.55,4,1174.19,False
2023-05-08,25,2,Product 2,Home,424.5,1,424.5,False
2023-11-07,431,47,Product 47,Clothing,46.41,3,139.23,False
2023-04-28,441,47,Product 47,Clothing,68.93,3,206.78,False
2023-11-08,500,27,Product 27,Groceries,81.21,2,162.42,False
2023-04-27,165,84,Product 84,Electronics,136.91,4,547.65,False
2023-12-13,51,60,Product 60,Home,346.0,2,692.0,False
2023-08-05,72,27,Product 27,Groceries,81.91,40,3276.39,True
2023-06-09,235,98,Product 98,Clothing,397.71,2,795.42,False
2023-12-31,211,11,Product 11,Clothing,267.01,4,1068.04,False
2023-10-15,202,81,Product 81,Electronics,108.69,3,326.07,False
2023-06-17,380,79,Product 79,Clothing,375.38,3,1126.15,False
2023-07-06,12,99,Product 99,Home,167.86,3,503.58,False
2023-12-02,97,72,Product 72,Home,195.46,2,390.93,False
2023-11-14,268,96,Product 96,Home,173.42,3,520.26,False
2023-10-08,177,56,Product 56,Electronics,132.25,3,396.74,False
2023-05-24,416,42,Product 42,Home,113.42,3,340.27,False
2023-02-07,52,1,Product 1,Groceries,548.14,2,1096.27,False
2023-11-06,367,81,Product 81,Electronics,135.97,3,407.91,False
2023-09-01,8,71,Product 71,Home,9.67,4,38.7,False
2023-05-07,195,61,Product 61,Groceries,522.77,1,522.77,False
2023-05-08,81,26,Product 26,Home,451.5,1,451.5,False
2023-01-06,403,68,Product 68,Electronics,155.38,1,155.38,False
2023-12-27,111,28,Product 28,Groceries,160.13,2,320.25,False
2023-09-27,456,39,Product 39,Beauty,34.08,1,34.08,False
2023-06-02,327,17,Product 17,Groceries,278.41,2,556.83,False
2023-08-16,342,30,Product 30,Beauty,401.94,4,1607.77,False
2023-06-27,74,17,Product 17,Groceries,297.92,3,893.76,False
2023-04-19,364,74,Product 74,Clothing,192.14,4,768.57,False
2023-07-29,469,70,Product 70,Groceries,172.4,3,517.21,False
2023-04-11,405,28,Product 28,Groceries,207.03,4,828.1,False
2023-12-01,481,58,Product 58,Beauty,297.45,2,594.91,False
2023-06-24,147,34,Product 34,Beauty,180.93,1,180.93,False
2023-02-14,229,62,Product 62,Beauty,174.15,1,174.15,False
2023-05-23,473,63,Product 63,Beauty,514.25,3,1542.74,False
2023-12-20,342,73,Product 73,Beauty,372.51,1,372.51,False
2023-06-08,19,76,Product 76,Electronics,207.86,3,623.58,False
2023-03-29,323,60,Product 60,Home,446.65,1,446.65,False
2023-07-11,318,86,Product 86,Clothing,408.36,3,1225.08,False
2023-03-28,349,33,Product 33,Groceries,37.8,2,75.6,False
2023-09-17,330,62,Product 62,Beauty,123.34,4,493.35,False
2023-09-24,199,87,Product 87,Groceries,38.71,3,116.14,False
2023-11-27,23,27,Product 27,Groceries,89.93,2,179.85,False
2023-10-27,397,71,Product 71,Home,10.25,2,20.5,False
2023-12-02,175,31,Product 31,Clothing,223.65,2,447.31,False
2023-06-04,231,20,Product 20,Clothing,518.93,4,2075.73,False
2023-08-31,276,68,Product 68,Electronics,117.83,2,235.67,False
2023-01-20,404,49,Product 49,Home,331.84,4,1327.34,False
2023-06-29,77,62,Product 62,Beauty,142.5,4,570.01,False
2023-08-22,76,93,Product 93,Beauty,353.44,4,1413.76,False
2023-04-21,64,15,Product 15,Groceries,230.01,3,690.04,False
2023-07-30,353,11,Product 11,Clothing,220.37,4,881.46,False
2023-06-13,243,88,Product 88,Home,138.08,3,414.25,False
2023-09-21,222,45,Product 45,Clothing,57.48,3,172.43,False
2023-08-04,79,57,Product 57,Groceries,340.43,2,680.85,False
2023-05-18,232,83,Product 83,Beauty,201.65,4,806.58,False
2023-05-17,121,32,Product 32,Clothing,537.92,1,537.92,False
2023-12-04,289,21,Product 21,Groceries,292.51,2,585.02,False
2023-08-01,44,11,Product 11,Clothing,206.62,2,413.25,False
2023-07-02,466,63,Product 63,Beauty,390.05,3,1170.15,False
2023-11-11,256,48,Product 48,Beauty,345.07,3,1035.21,False
2023-11-26,352,60,Product 60,Home,295.52,1,295.52,False
2023-12-12,290,36,Product 36,Clothing,521.91,4,2087.63,False
2023-07-08,427,12,Product 12,Groceries,19.12,2,38.23,False
2023-04-23,351,34,Product 34,Beauty,242.51,3,727.53,False
2023-05-30,211,87,Product 87,Groceries,50.88,3,152.65,False
2023-10-10,403,66,Product 66,Home,128.03,3,384.09,False
2023-07-24,202,81,Product 81,Electronics,128.82,4,515.27,False
2023-09-26,209,6,Product 6,Groceries,66.24,3,198.73,False
2023-06-14,111,83,Product 83,Beauty,167.42,4,669.68,False
2023-07-25,223,34,Product 34,Beauty,190.4,1,190.4,False
2023-02-18,352,47,Product 47,Clothing,65.42,4,261.68,False
2023-04-14,475,10,Product 10,Beauty,379.65,3,1138.96,False
2023-11-07,374,82,Product 82,Clothing,234.65,3,703.95,False
2023-06-22,282,81,Product 81,Electronics,130.93,3,392.78,False
2023-11-06,464,15,Product 15,Groceries,156.81,3,470.44,False
2023-01-25,133,64,Product 64,Groceries,139.83,4,559.3,False
2023-11-05,138,97,Product 97,Groceries,404.0,3,1212.0,False
2023-02-02,486,64,Product 64,Groceries,148.61,2,297.23,False
2023-07-30,22,14,Product 14,Clothing,30.7,3,92.1,False
2023-02-20,354,46,Product 46,Electronics,389.63,1,389.63,False
2023-12-11,110,99,Product 99,Home,190.47,2,380.95,False
2023-01-12,467,46,Product 46,Electronics,350.96,3,1052.88,False
2023-05-22,306,31,Product 31,Clothing,277.64,3,832.93,False
2023-04-09,328,78,Product 78,Groceries,149.37,1,149.37,False
2023-03-03,286,43,Product 43,Home,507.25,4,2029.0,False
2023-11-29,262,87,Product 87,Groceries,44.87,4,179.5,False
2023-07-06,187,84,Product 84,Electronics,103.24,1,103.24,False
2023-03-13,492,42,Product 42,Home,132.11,4,528.44,False
2023-03-29,256,69,Product 69,Home,284.14,4,1136.57,False
2023-08-04,166,75,Product 75,Home,147.88,1,147.88,False
2023-02-08,383,18,Product 18,Home,506.16,3,1518.47,False
2023-05-07,406,41,Product 41,Groceries,158.75,1,158.75,False
2023-09-03,22,88,Product 88,Home,113.11,3,339.32,False
2023-10-09,50,7,Product 7,Home,15.67,3,47.0,False
2023-02-22,110,64,Product 64,Groceries,146.84,2,293.69,False
2023-12-16,494,18,Product 18,Home,389.68,4,1558.73,False
